Percentile,Dust in ug per m3
0,0.0109956488358876
1,0.0656717572683485
5,0.138755934867008
25,0.326974159553517
50,0.614477357885335
75,1.3518502289811
95,3.10944869852392
99,4.93923298705567
100,15.9889168571681
